source_code,source_display,translated_text,back_sim,cand1_code,cand1_label,cand1_score,cand2_code,cand2_label,cand2_score,cand3_code,cand3_label,cand3_score,cand4_code,cand4_label,cand4_score,cand5_code,cand5_label,cand5_score,suggested_relationship,final_score,curator_id,comment
C-30,Raḍḍ al-Anf,Ra 'd al-Anf. nasal trauma,93.14,9D42.22,Nasal step,74.13,XA8E16,Nasal bone,73.03,XA8D47,Nasal septum,72.49,NA06.0,Eyelid trauma,71.4,NA02.3,nasal fracture,71.27,related-to,74.13,,
C-32,Bawāsīr al-Anf/ Urbiyān al-Anf,Bawsīr al-Anf / Urbiyān al-Anf. nasal polyps,97.13,CA0J,Nasal polyp,72.69,,,,,,,,,,,,,related-to,72.69,,
C-32.1,Bawāsīr-i-Anf Damawī,Bawsīr-i-Anf Damawī. sanguineous nasal polyps,97.3,CA0J,Nasal polyp,71.36,,,,,,,,,,,,,related-to,71.36,,
C-32.2,Bawāsīr-i-Anf Balghamī,Bawsīr-i-Anf Balgham. phlegmatic nasal polyps,96.32,CA0J,Nasal polyp,73.44,,,,,,,,,,,,,related-to,73.44,,
C-32.3,Bawāsīr-i-Anf Sawdāwī,Bawsīr-i-Anf Sawdāwī. melancholic nasal polyps,97.26,CA0J,Nasal polyp,73.41,,,,,,,,,,,,,related-to,73.41,,
C-38,Anfī Besh Ḥassāsiyat,Anfī Besh Ḥassāsiyat. allergic rhinitis,100.0,CA08.0,Allergic rhinitis,86.76,CA08.1,Non-allergic rhinitis,83.02,CA08.03,Other allergic rhinitis,81.81,CA08,rhinitis NOS,76.49,CA08.02,Allergic rhinitis triggered by the exposure to house dust mite allergens to which the affected individual has previously been sensitized.,71.59,review,68.01,,
C-39,Iltihāb al-Anf,Iltihāb al-Anf. Rhinitis,100.0,CA09.0,rhinitis,85.12,CA08.2,Mixed rhinitis,76.92,CA08,rhinitis NOS,76.2,CA09,"Chronic rhinitis, nasopharyngitis or pharyngitis",67.64,CA08.1,Non-allergic rhinitis is an inflammation of nasal mucosa in which allergic mechanisms are not involved. It covers many different phenotypes.,67.62,review,53.31,,
C-53,Qulā‘,Qulāmiyya.Stomatitis / Thrush,90.19,1F05.0,Enteroviral vesicular stomatitis with exanthem,70.26,XN9XS,Vesicular stomatitis virus,67.41,DA01.12,"Chronic ulcerative stomatitis (CUS) is a rare disease which presents with chronic oral mucosal erosions and ulceration resembling erosive lichen planus but refractory to standard therapies. It typically occurs in older women. Diagnosis requires the demonstration of speckled granular perinuclear IgG deposits in the basal and parabasal layers of oral epithelium (stratified epithelium-specific antinuclear or SES-ANA pattern). There is increasing evidence that CUS is an autoimmune disease provoked by circulating IgG antibodies directed against delta-Np63, an isoform of the p53 family of nuclear transcription factors which is present around the nuclei of normal oral epithelial basal keratinocytes. CUS normally responds to treatment with hydroxychloroquine.",55.67,SB79,Thrush disorder (TM1),47.53,,,,related-to,70.26,,
C-57,Buthūr al-Fam,Buthūr al-Fam.Papular stomatitis,100.0,XN7JF,bovine papular stomatitis virus,70.63,,,,,,,,,,,,,related-to,70.63,,
C-8,Iltihāb al-Udhun,Iltihāb al-Udhūn. otitis,100.0,AA90,acute or subacute purulent otitis media,67.56,AA91.2,Other chronic suppurative otitis media,66.76,AB00,acute otitis media NOS,57.82,AA02,Malignant otitis externa,55.24,AB01,chronic otitis media NOS,52.22,review,67.56,,
C-88,Waram al-Litha,Waram al-Litha. gingivitis,100.0,DA0B.1,Catarrhal gingivitis,70.16,DA0B.0,Allergic gingivitis,69.7,DA0B.2,Eruptive gingivitis,68.46,DA0D.4,Cotton-roll gingivitis,61.97,DA0B.3,Atrophic senile gingivitis,60.18,related-to,70.16,,
C-96,Fārūlas,Frūlas.Gingival abscess,95.96,DA0C.4,Gingival abscess,92.8,DA0D.5,gingival ulcer,77.99,GA00.2,vulval abscess,77.64,CA0K.0,Fauces abscess,77.58,DA0D.1,gingival bulge,77.48,review,54.77,,
D-15,Sill,Sill.Phthisis,100.0,9C22.1,Phthisis bulbi,73.13,XA9YZ7,Nose - sill of nostril,66.26,XE68A,"Door, door sill",55.26,,,,,,,related-to,73.13,,
D-20,Waram Ri’a al-Aṭfāl,Waram Riqqah al-Aṭfāl.Infantile bronchopneumonia,94.85,CA40,Pneumonia,59.95,,,,,,,,,,,,,review,59.95,,
D-27,Hubūṭ al-Ri’a,Hubūṭ al-Riṭṭa.Atelectasis,92.79,KB2B,primary atelectasis in perinatal period,71.5,,,,,,,,,,,,,related-to,71.5,,
D-44,Amrāḍ-i-Ri’a Mihaniyya,Amr ̣ d-i-Ri ̄ n ̣ a Mihaniyya.Occupational Lung Diseases,94.87,CB05.1,rheumatoid lung disease,66.76,CB05.4,Interstitial lung diseases associated with systemic vasculitides refers to a group of lung diseases affecting the interstitium (the tissue and space around the air sacs of the lungs). This diagnosis is associated with a type of small vessel vasculitis.,66.13,CB05.2,"Interstitial lung diseases associated with granulomatous diseases refers to a group of lung diseases affecting the interstitium (the tissue and space around the air sacs of the lungs) associated with granulomatous diseases, such as sarcoidosis.",65.96,CB05,"This refers to a group of lung diseases affecting the interstitium (the tissue and space around the air sacs of the lungs). This diagnosis is associated with diseases that affect a number of organs and tissues, or affects the body as a whole.",65.76,CB05.3,Interstitial lung diseases associated with metabolic diseases refers to a group of lung diseases affecting the interstitium (the tissue and space around the air sacs of the lungs). This diagnosis is associated with a large class of genetic diseases involving disorders of metabolism.,65.63,review,66.76,,
D-6.5,Rabw Yubsī,Rabw Yubs.Fibrosis of the lungs,91.97,XA57M6,Lung,57.05,,,,,,,,,,,,,review,57.05,,
E-10,Qadhf al-Qalb,Qadhf al-Qalb. Palpitation,100.0,SA10,Fright palpitation disorder (TM1),58.97,SA11,Spontaneous palpitation disorder (TM1),58.6,,,,,,,,,,review,58.97,,
E-10,Qadhf al-Qalb,Qadhf al-Qalb. Palpitation,100.0,SA10,Fright palpitation disorder (TM1),58.97,SA11,Spontaneous palpitation disorder (TM1),58.6,,,,,,,,,,review,58.97,,
E-19,Sur‘a al-Qalb al-Jaybiyya,Suriyya al-Qalb al-Jaybiyya. sinus tachycardia,92.97,BC81.5,"A reentrant tachycardia within the sinus node/perinodal tissue characterised by abrupt onset/termination, regular cadence, and P-waves consistent with sinus node origin",69.94,BC81.6,Inappropriate sinus tachycardia,67.19,,,,,,,,,,review,69.94,,
E-2.3,Khafaqān Rīḥī-o-Bukhārī,Khafaqān Rīḥī-o-Bukhārī. palpitation due to gases and vapours,100.0,CA81.0,Pneumonia due to fumes or vapours,72.09,CA81.1,"Pulmonary oedema due to chemicals, gases, fumes or vapours",58.66,,,,,,,,,,related-to,72.09,,
E-30,Insidād al-Qalb Kāmil,Insidād al-Qalb Kāmil. complete heart block,100.0,BC63.20,Congenital complete heart block,73.79,BC63.21,Complete atrioventricular block in which the onset of the conduction disorder is recognised after birth,66.56,BC63.2,Third-degree block,64.49,,,,,,,related-to,73.79,,
E-37,Taqahqur-i-Awriṭā,Taqahqur-i-Awriṭā. aortic regurgitation,100.0,LA8A.21,Congenital aortic regurgitation,73.96,,,,,,,,,,,,,related-to,73.96,,
E-47.1,Anūrasmā Ḥaqīqī,Anūrasmā Ḥaqīqī True aneurysm,100.0,BE13,Postprocedural true or false aortic aneurysm,72.47,,,,,,,,,,,,,related-to,72.47,,
E-47.2,Anūrasmā Kādhib,Anūrasmā Kādhib. False aneurysm,100.0,BE13,"This refers to postprocedural true and false swelling (dilation or aneurysm) of the aorta to greater than 1.5 times normal, usually representing an underlying weakness in the wall of the aorta at that location.",71.92,,,,,,,,,,,,,related-to,71.92,,
F-101,Waram al-Maq‘ad,Waram al-Maqqadad.Proctitis,90.38,DB33.42,"Radiation proctitis is a rare rectal disease directly induced by pelvic radiotherapy and characterised by rectal bleeding, change in bowel habits, tenesmus and sepsis.",65.94,DD71.3,Ulcerative proctitis,61.96,DB33.40,Chemical colitis or proctitis,52.36,,,,,,,review,65.94,,
F-11,Tukhma,Tukhma.Indication,87.43,XE4V0,Cat,59.56,,,,,,,,,,,,,review,59.56,,
F-114,Nāṣūr-i-Sha‘riyya Ghayr Nāfidha,Nāṣūr-i-Shaṃsāriyya Ghaiyar Nāfidha.Pilonidal sinus,91.09,EG63.0,Sacrococcygeal pilonidal sinus,73.21,,,,,,,,,,,,,related-to,73.21,,
F-13,Hayḍa,Hayda. food poisoning,100.0,8D43.5,Cassava poisoning,68.09,XE7SS,Lack of food,68.09,SA54,Food accumulation disorder (TM1),65.76,DA0E.4,"The forcible wedging of food between adjacent teeth during mastication, producing gingival recession and pocket formation.",61.22,XE3KH,Hot solid food,58.88,review,65.76,,
F-13,Hayḍa,Hayda. food poisoning,100.0,8D43.5,Cassava poisoning,68.09,XE7SS,Lack of food,68.09,SA54,Food accumulation disorder (TM1),65.76,DA0E.4,"The forcible wedging of food between adjacent teeth during mastication, producing gingival recession and pocket formation.",61.22,XE3KH,Hot solid food,58.88,review,68.09,,
F-24,Qarḥa wa Buthūr al-Mi‘da,Qarḥa wa Buthūr al-Miada.Gastric ulcers,96.51,DA60,Gastric ulcer,74.64,,,,,,,,,,,,,related-to,74.64,,
F-32,Tahawwu‘,Tahawwu Jang. retching,95.66,XA2C62,Chin,62.33,,,,,,,,,,,,,review,62.33,,
F-38.2,Fuwāq Ḥārr,Fuwāq Ḥārr. hiccough due to predominance of heat in the stomach,100.0,MD11.6,Hiccough,86.36,SF7F,Stomach heat pattern (TM1),72.99,,,,,,,,,,related-to,72.99,,
F-60,‘Iẓam al-Kabid,ايزام الكبيد.Hepatomegaly,77.48,ME10.0,Hepatomegaly is swelling of the liver beyond its normal size and splenomegaly is an enlargement of the spleen beyond its normal size.,74.1,ME10.02,Hepatomegaly with splenomegaly,67.34,,,,,,,,,,related-to,74.1,,
F-64,Dubayla al-Kabid,Dubayla al-Kabid. liver abscess,100.0,XA5DY0,Liver,85.28,DB90.0,Abscess of liver,80.79,1A36.10,Amoebic liver abscess,72.94,SA04,Liver abscess disorder (TM1),63.01,,,,review,63.01,,
F-68,Faqr al-Dam,Faqr al-Dam.Anaemia,100.0,3A70.0,Fanconi familial refractory anaemia,71.9,3A03.1,Amino-acid deficiency anaemia,70.59,3A70.12,idiopathic aplastic anaemia NOS,70.27,3A10,Hereditary haemolytic anaemia,69.27,3A94,Anaemia due to acute disease,68.44,related-to,71.9,,
F-69,Istisqā’,Istisqād.Oedema,96.44,MG29,Oedema,82.45,SB06.1,Wind edema disorder (TM1),70.95,9B71.02,Diabetic macular oedema,70.13,JA22.1,Gestational oedema without hypertension,68.91,SB06.0,Kidney edema disorder (TM1),68.32,related-to,70.95,,
F-76,Nafkh wa Riyāḥ al-Ṭiḥāl,Nafkh wa Riyāḥ al-khāriyīḥāl. accumulation of gases in the spleen,94.16,SF79,Spleen deficiency with dampness accumulation pattern (TM1),57.52,,,,,,,,,,,,,review,57.52,,
F-76,Nafkh wa Riyāḥ al-Ṭiḥāl,Nafkh wa Riyāḥ al-khāriyīḥāl. accumulation of gases in the spleen,94.16,SF79,Spleen deficiency with dampness accumulation pattern (TM1),57.52,,,,,,,,,,,,,review,57.52,,
F-89,Zaḥīr,Zaḥīr.Dysentery,100.0,SA56,Dysentery disorder (TM1),71.17,,,,,,,,,,,,,related-to,71.17,,
F-89,Zaḥīr,Zaḥīr.Dysentery,100.0,SA56,Dysentery disorder (TM1),71.17,,,,,,,,,,,,,related-to,71.17,,
F-9,Ḍu‘f al-Haḍm,uf al-Haḍm.Delayed digestion,94.65,XE3QU,Delayed alarm,76.43,XT64,Delayed onset,75.48,MG44.10,Delayed milestone,74.92,5A91,Delayed puberty,72.5,PL14.A,Delayed diagnosis,72.35,review,59.51,,
F-92,Qūlanj,Qūlanj.Colic,100.0,XA1Z62,Middle colic artery,72.07,XA6GC2,Right colic artery,69.06,DD93.1,infant colic,68.06,MF56,Renal colic,65.65,XA2DK6,Colic vein,63.28,related-to,72.07,,
F-92.16,Qūlanj Murakkab/Khunāq Mi‘wī,Qūlanj Murakkab / Khunāq Mikwī.Intestinal obstruction,97.71,KB87,Intestinal obstruction of newborn,78.79,KB85.2,Prenatal intrauterine intestinal perforation secondary to intraluminal obstruction,71.2,DA91.2,"Small bowel obstruction resulting from intraabdominal adhesion due to laparotomy, trauma, and intraabdominal inflammation such as endometriosis.",63.39,KB87.0,Intestinal obstruction due to inspissated milk,63.24,SF8E,Lung dryness with intestinal obstruction pattern (TM1),60.67,review,60.67,,
F-92.5,Qūlanj Dūdī,Qūlanj Dūdī. intestinal colic due to worm infestation,100.0,1F90.1,This concept should be used for parasitic infestation of the intestine only when no more precise details are available.,65.38,,,,,,,,,,,,,review,65.38,,
F-92.6,Qūlanj Thuflī,Qūlanjiālī.Stercoral colic,87.82,MF56,Renal colic,72.97,XA2DK6,Colic vein,72.08,DD93.1,infant colic,71.18,XA6WR7,Left colic artery,68.92,XA2WF1,Left colic vein,68.27,related-to,72.97,,
F-96,Bawāsīr,Bawāsīr.Piles / Haemorrhoid,100.0,SB7B,Interior haemorrhoid disorder (TM1),59.1,,,,,,,,,,,,,review,59.1,,
F-96,Bawāsīr,Bawāsīr.Piles / Haemorrhoid,100.0,SB7B,Interior haemorrhoid disorder (TM1),59.1,,,,,,,,,,,,,review,59.1,,
FF,Amrāḍ-i-Maq‘ad,Amr ̣ d-i-Maq ̣ ud ̣ a.Diseases of anus / Canal,76.48,2C00.2,Other specified neuroendocrine neoplasms of anus or anal canal,69.93,2E92.5,Primary benign tumour that forms in tissues lining the anus and anal canal.,67.76,DB72,Certain specified diseases of anal canal,65.26,2C00,"A primary malignant neoplasm that arises in the anal canal up to the junction with perianal, hair-bearing skin. Representative examples include carcinomas and melanomas. Tumours of the anal margin are classified with skin tumours.",63.9,2C00.0,"An adenocarcinoma arising in the anal canal epithelium, including the mucosal surface, the anal glands, and the lining of fistulous tracts.",63.67,review,69.93,,
G-10,Waram al-Kulya,Waram al-Kulya.Nephritis,100.0,GB50,ATIN - [acute tubulo-interstitial nephritis],69.64,GB55,Chronic tubulo-interstitial nephritis,68.88,,,,,,,,,,review,69.64,,
GA,Amrāḍ-i-Kulya,Amr ̣ d-i-Kulya.Diseases of kidneys,96.71,XA6KU8,Kidney,61.83,,,,,,,,,,,,,review,61.83,,
H,Amrāḍ-i-Tānāsul,Amr ̣ d-i-Tan ̣ sul. Genital Disorders,90.95,GB08,Vascular disorders of male genital organs,68.43,,,,,,,,,,,,,review,68.43,,
H-17,I‘wijāj al-Qaḍīb,I  wij al-Qaḍīb.Chordee,95.64,LB54,Congenital chordee,56.0,,,,,,,,,,,,,review,56.0,,
H-23,Ibridah,Ibridah.Decreased libido,100.0,MB22.1,Decreased libido,90.36,MB22.6,Increased libido,78.35,MG43.8,Intermittent or persistent decreased motivation or desire to eat food as compared to what is typical for the individual.,68.24,XE64X,Decreased pump speed,59.48,XE6SM,Decreased sensitivity,58.49,review,54.54,,
H-28,Qīla Mā’iyya,Qīla Māmādiyya.Hydrocele,88.75,KC00,congenital hydrocele of tunica vaginalis,68.01,GB00.0,cyst of hydrocele,66.87,GB00.1,Infected hydrocele,65.17,GB00,Hydrocele or spermatocele,53.08,,,,review,68.01,,
H-3,Sur‘a al-Inzāl,Surjya al-Inzāl. Premature ejaculation,94.04,SB08,Premature ejaculation disorder (TM1),72.25,,,,,,,,,,,,,related-to,72.25,,
H-3,Sur‘a al-Inzāl,Surjya al-Inzāl. Premature ejaculation,94.04,SB08,Premature ejaculation disorder (TM1),72.25,,,,,,,,,,,,,related-to,72.25,,
I-16,Sal‘a Khuṣya al-Raḥim,Salil Khushya al-Raḥim. ovarian tumor,92.58,XH8CW8,Uterine tumour resembling ovarian sex cord tumour,52.71,,,,,,,,,,,,,review,52.71,,
I-2,Sal‘a al-Raḥim,Salilatah al-Raḥim. uterine tumor,89.02,XH8CW8,Uterine tumour resembling ovarian sex cord tumour,57.41,,,,,,,,,,,,,review,57.41,,
I-28,Wus‘a Fam al-Raḥim,Wusufiyah Fam al-Raḥim.Cervical incompetence,92.46,JA84.3,Maternal care for Shirodkar suture with or without mention of cervical incompetence,74.32,,,,,,,,,,,,,related-to,74.32,,
I-29,Rajā’,Rajāmukhi.Pseudocyesis / Pseudopregnancy,92.87,XT0S,Pregnancy,63.85,,,,,,,,,,,,,review,63.85,,
I-30,‘Usr al-Wilāda/‘Usr al-Ḥaml,الوسر الويلادة / الوسر الحامل.Difficult labour / Dystocia,83.63,JB06.0,shoulder dystocia,71.73,JB0C.7,Failed or difficult intubation during labour or delivery,55.85,,,,,,,,,,related-to,71.73,,
I-37,Waram al-Thadī,Waram al-Thadī | Mastitis,100.0,KA65.3,Neonatal infectious mastitis,58.05,,,,,,,,,,,,,review,58.05,,
I-41,Tamaddud al-Thadyayn,Tamaddud al-Thadayyin.Distance of breasts,88.1,XA12C1,Breast,55.32,,,,,,,,,,,,,review,55.32,,
I-46,Inqilāb al-Raḥim/ Nutū’ al-Raḥim,Inqilāb al-Raḥim / Nutū liyā al-Raḥim. Uterine prolapse,96.51,GC40.35,Complete uterine prolapse with anterior vaginal wall prolapse,59.15,GC40.31,Incomplete uterine prolapse with anterior vaginal wall prolapse,58.53,GC40.36,Complete uterine prolapse with posterior vaginal wall prolapse,56.52,GC40.32,"Incomplete uterine prolapse with posterior vaginal wall prolapse, Stage I",56.35,,,,review,59.15,,
J-13,Fasād al-Lawn,Fasād al-Lawn.Discoloration,98.4,XE9HQ,Ride-on lawn mower,66.43,,,,,,,,,,,,,review,66.43,,
J-25,Taj‘īd al-Sha‘r,Tajjandīd al-Shadhr.Curling of hair,84.25,XE7FF,"Hair dryer, curling iron, curler",57.61,,,,,,,,,,,,,review,57.61,,
J-32,Ẓufra Ṭalqiyya,उफ्रा ताल्किया. brittle nails,77.02,XA6Q52,Nail,58.85,,,,,,,,,,,,,review,58.85,,
J-44,‘Araq Muntin,Арак Мунтин.Bromidrosis,96.12,XM1NS5,Tin,60.56,,,,,,,,,,,,,review,60.56,,
J-50,Taqashshur al-Qadamayn,Taqashshur al-Qadamayin.Cracked heels,98.8,XE38M,Crack,55.19,,,,,,,,,,,,,review,55.19,,
J-60,‘Athra,Αθρα. stubbed toe,100.0,XA0SP3,Third toe,73.48,ND18.1,crushed toe,72.46,XA2RP7,Great toe,69.67,XA42W4,Fifth toe,68.31,ND14.8,Strain or sprain of other toe,67.51,related-to,73.48,,
J-67.2,Qurūn,Qurun.Cutaneous horn,93.97,EB51,Chronic cutaneous lupus erythematosus,74.63,1F54.1,Diffuse cutaneous leishmaniasis,73.59,XH2RG8,Diffuse cutaneous mastocytosis,73.06,EB90.2,Cutaneous and subcutaneous xanthomata,72.85,2C34,Cutaneous neuroendocrine carcinoma,72.73,related-to,74.63,,
J-7,Khīlān,Khīlān.Mole,100.0,XH46G2,"Invasive mole, NOS",70.63,XH8CX2,"Hydatidiform mole, NOS",69.53,JA02.0,Complete hydatidiform mole,68.21,XH5325,Partial hydatidiform mole,67.93,,,,related-to,70.63,,
K,Ḥummayāt,Ḥummayāt. Fevers,100.0,1B90,Rat-bite fevers,61.19,,,,,,,,,,,,,review,61.19,,
K-1,Ḥummā,हुम्मा | Fever,84.11,MG26,fever,84.06,1C33,Q fever,83.36,1A08,Paratyphoid fever A,73.15,1D41,mountain tick fever,73.15,1D4C,Alkhurma haemorrhagic fever,71.85,review,68.63,,
K-1.1.8,Ḥummā al-Yawm Ishāliyya,Ḥummā al-Yawm Ishāliyya.Diarrhoeal ephemeral fever,100.0,ME05.1,Diarrhoea,62.75,,,,,,,,,,,,,review,62.75,,
L-1,Waja‘ al-Ẓahr,Wajahat al-Hahr.Backache,84.19,XA2P90,Back,59.11,,,,,,,,,,,,,review,59.11,,
L-15.18,Kasr Sha‘rī,Kasr Shahrir. hairline fracture,92.44,XA8T72,Hair,59.62,,,,,,,,,,,,,review,59.62,,
L-15.25,Kasr al-Laḥy,Kasr al-Laḥy. jaw bone fracture,100.0,ND13.3,march fracture,73.58,NC53.5,thumb fracture,72.63,NC53.2,Stave fracture,72.63,NA02.03,Fracture of squama of occipital bone of skull,71.37,NC53.1,Fracture of lunate,71.31,related-to,73.58,,
L-15.30,Kasr al-Kharzāt,Kasr al-Kharzāt. fracture of vertebrae,100.0,XA7MS2,Vertebra,62.0,,,,,,,,,,,,,review,62.0,,
L-15.31,Kasr ‘Aẓm al-Kāhil,Kasr ʿAħm al-Kāhil. fracture of vertebrae of upper part of back,98.23,XA7MS2,Vertebra,59.49,,,,,,,,,,,,,review,59.49,,
L-15.32,Kasr Asfal al-Qaṭan,Kasr Asfal al-Qaṭan. fracture of vertebrae of lower part of back,100.0,XA7MS2,Vertebra,59.19,NB93,"Crushing injury or traumatic amputation of part of abdomen, lower back or pelvis",54.18,,,,,,,,,,review,59.19,,
L-2,Waja‘ al-Khāṣira,Wajahat al-Khāṣira.Lowbackache,93.91,XA2P90,Back,59.18,,,,,,,,,,,,,review,59.18,,
L-4,Waja‘ al-Mafāṣil,Wajid al-Mafāṣil.Polyarthritis,94.79,FA24.1,"Juvenile polyarthritis, rheumatoid factor negative, anti-CCP positive",72.46,,,,,,,,,,,,,related-to,72.46,,
M,Jarāḥat,Jarāḥat. surgery,100.0,BE1B,Lymphoedema secondary to surgery or radiotherapy,71.96,,,,,,,,,,,,,related-to,71.96,,
M-1,Jurūḥ,Jurūḥ.Wounds,100.0,NA0A.0,Complex wounds to the head,73.21,,,,,,,,,,,,,related-to,73.21,,
M-1.1,Jurūḥ Maftūḥa/ Jurūḥ Wāḍiḥa,Jurūḥ Maftūḥa / Jurūḥ Wāḍiḥa. Open Wounds,100.0,ND31,"Open wounds of sites classifiable as the trunk, thorax, abdomen, lower back or pelvis",67.51,NA81.5,Multiple open wounds of thoracic wall,60.22,NC71.5,Multiple open wounds of hip or thigh,58.28,NA01.7,Multiple open wounds of head,56.55,NC52.2,Multiple open wounds of wrist or hand,55.18,review,67.51,,
M-10,Ghāngharānā,Ghāngharānā. gangrene,100.0,MC85,Gangrene,89.17,1C16,Gas gangrene,81.64,CA43.0,Lung gangrene,78.69,XM1FR6,Gas-gangrene sera,69.28,XM81Z0,Antitoxin gas gangrene,63.19,review,56.95,,
M-11.5,Shīlam,Shilam.pustular Eruption of Cheeks,100.0,XA7MK8,Cheek,59.2,,,,,,,,,,,,,review,59.2,,
M-11.6,Khuld,Khld. persistent eruptions,98.23,XT6Z,Persistent,91.5,4B40.0,"This refers to a persistent enlargement (""hyperplasia"") of the thymus.",70.54,LB17.2,Persistent cloaca,70.26,SB0A,Persistent erection disorder (TM1),63.06,XE14D,Tent,62.89,review,63.06,,
M-12,Akyās,Akyas.Cysts,100.0,KB2K,Pulmonary cysts in newborn,71.42,KB01,Periventricular cysts of newborn,70.81,XH8U12,Peritoneal inclusion cysts,70.0,GA18.6,Other or unspecified ovarian cysts,68.56,DA05.0,Developmental odontogenic cysts,67.26,related-to,71.42,,
M-13,‘Uqda,АУقда.nodule,87.18,XH8C13,Endometrial stromal nodule,71.3,,,,,,,,,,,,,related-to,71.3,,
M-16,Sal‘āt,Salutat.Tumours,84.12,9C61.27,Glaucoma due to intraocular tumours,71.72,2A01.1,Mesenchymal tumours of meninges,71.13,2E83,Benign osteogenic tumours,70.71,2A00.22,Choroid plexus tumours,70.32,2F7A.0,Multiple polyglandular tumours,70.27,related-to,71.72,,
M-16.1,Sal‘a Salīma,Salian Salima.Benign tumor,92.01,2E87,Benign gastrointestinal stromal tumour of stomach,74.2,2E86,Benign smooth muscle or skeletal muscle tumour,72.0,2F30.3,benign phyllodes tumour of unspecified site,71.98,XH9J01,​Benign ​​Triton tumour,71.93,2E84,Benign fibrogenic or myofibrogenic tumour,71.9,related-to,74.2,,
M-16.13,Sal‘a ‘Urūqiyya,Salunka युरुकिया.Angioma,75.39,2F25,Senile angioma,74.61,,,,,,,,,,,,,related-to,74.61,,
M-16.7,Sal‘a Balghamiyya,Salilya Balghamiyya.Myxoma,90.05,XH6Q84,"Myxoma, NOS",73.34,XH3L35,Nerve sheath myxoma,48.24,XH48L4,Odontogenic myxoma,48.22,,,,,,,related-to,73.34,,
M-18,Namla/ Sā‘iya,Namla / Sāmikiya.Herpes,87.27,1F00.01,HSV - [herpes simplex virus] labialis,66.41,1F00.02,Herpes simplex gingivostomatitis,66.34,1F00.10,HSV - [herpes simplex virus] keratitis,65.73,1F00.20,Viral meningitis due to Herpes simplex type 1,65.01,1F00,Any condition caused by an infection with herpes simplex virus (human herpesviruses 1 and 2). Confirmation is by identification of herpes simplex virus type 1 or 2.,64.88,review,63.99,,
M-18,Namla/ Sā‘iya,Namla / Sāmikiya.Herpes,87.27,1F00.01,HSV - [herpes simplex virus] labialis,66.41,1F00.02,Herpes simplex gingivostomatitis,66.34,1F00.10,HSV - [herpes simplex virus] keratitis,65.73,1F00.20,Viral meningitis due to Herpes simplex type 1,65.01,1F00,Any condition caused by an infection with herpes simplex virus (human herpesviruses 1 and 2). Confirmation is by identification of herpes simplex virus type 1 or 2.,64.88,review,66.41,,
M-18.2,Namla Muta’akkila,Namla Muta Jakkila.Rodentine herpes,98.73,XA6FX3,Dentin,61.32,,,,,,,,,,,,,review,61.32,,
M-18.5,Namla Minṭaqiyya/ Namla Nāriyya,Namla Minṭaqiyya / Namla Nāriyya.Herpes zoster,100.0,1E91,Zoster,84.69,SB7A,Herpes zoster disorder (TM1),70.59,,,,,,,,,,related-to,70.59,,
M-18.6,Namla Minṭaqiyya Jabhiyya,Namla Minṭaqiyya Jabhiyya.Herpes zoster ophthalmicus,100.0,SB7A,Herpes zoster disorder (TM1),71.3,,,,,,,,,,,,,related-to,71.3,,
M-18.6,Namla Minṭaqiyya Jabhiyya,Namla Minṭaqiyya Jabhiyya.Herpes zoster ophthalmicus,100.0,SB7A,Herpes zoster disorder (TM1),71.3,,,,,,,,,,,,,related-to,71.3,,
M-19,Naffāṭāt,Naffāṭāt.Blisters,100.0,KC40.0,Congenital sucking blisters,72.99,EJ40.1,Sunburn with blisters or exudation,70.98,,,,,,,,,,related-to,72.99,,
M-19.1,Naffāṭāt Ṭafliyya,Naffāṭāt ṭafliyya.Impetigo,100.0,1B72,Impetigo,84.35,1B72.0,Bullous impetigo,73.21,1B72.1,Non-bullous impetigo,55.95,SB31,Impetigo disorder (TM1),52.49,,,,review,52.49,,
M-20,Naffākhāt,Naffākhāt. gas filled blisters,100.0,XM0238,Khat,61.57,,,,,,,,,,,,,review,61.57,,
M-22,Nār Fārsī,Nār Fārsī. Eczema,100.0,EA80.2,"Adult atopic eczema, flexural",70.83,EA88.2,Disseminated secondary eczema,70.34,9A06.7,Dermatitis or eczema of eyelids,69.88,EA80.1,Flexural atopic eczema of the child,69.56,9A06.70,Atopic eczema of eyelids,69.45,related-to,70.83,,
M-26,Dummal,Dummal.Boil,100.0,XM6DL1,Oil,64.99,,,,,,,,,,,,,review,64.99,,
M-29.4,Ḥarq Darakhshānī,Ḥarq Darakhshānī Radiation burn,100.0,EJ41.0,Burn from exposure to therapeutic ultraviolet radiation,70.98,EJ41,Burn from exposure to artificial source of ultraviolet radiation,69.83,,,,,,,,,,related-to,70.98,,
M-44,Khurāj/ Dubayla,Khurraj / Dubayla.Abscess,98.05,GB59,renal abscess,77.87,GA00.2,labial abscess,76.56,DA09.2,Pulpal abscess,76.3,DB36.1,Rectal abscess,76.3,CA0K.0,throat abscess,76.3,review,53.45,,
M-45.4,I‘yā’ Waramī,I ́ ya ̄ ya ̄ ja ̄ waram ̣ i.inflammatory fatigue,91.47,MG22,Fatigue,81.08,8E49,Fatigue,81.08,GA02.1,Inflammatory vaginitis,74.58,XH9G73,Inflammatory carcinoma,74.29,8E40.2,Inflammatory meningitis,73.83,review,55.83,,
